2.400000 	 0.014741 	 -1.209039 
2.395918 	 0.105210 	 -1.216554 
2.391837 	 -0.057187 	 -1.228868 
2.387755 	 0.041903 	 -1.220791 
2.383674 	 0.057926 	 -1.227623 
2.379592 	 0.069203 	 -1.239769 
2.375510 	 -0.202858 	 -1.254448 
2.371429 	 0.023332 	 -1.251302 
2.367347 	 -0.050259 	 -1.240232 
2.363266 	 0.286207 	 -1.270914 
2.359184 	 -0.054226 	 -1.270783 
2.355102 	 0.055277 	 -1.282141 
2.351021 	 0.031863 	 -1.289759 
2.346939 	 0.106883 	 -1.282986 
2.342857 	 0.209241 	 -1.310987 
2.338776 	 -0.114646 	 -1.302559 
2.334694 	 0.029027 	 -1.321976 
2.330612 	 -0.227491 	 -1.312429 
2.326531 	 -0.173964 	 -1.326396 
2.322449 	 0.274521 	 -1.343284 
2.318367 	 0.058588 	 -1.340682 
2.314286 	 0.187652 	 -1.360378 
2.310204 	 0.045030 	 -1.357442 
2.306123 	 0.121924 	 -1.357842 
2.302041 	 0.391925 	 -1.374888 
2.297959 	 -0.044975 	 -1.373203 
2.293878 	 0.472594 	 -1.387457 
2.289796 	 -0.265416 	 -1.399507 
2.285714 	 -0.076975 	 -1.391587 
2.281633 	 -0.263297 	 -1.391614 
2.277551 	 0.086812 	 -1.408592 
2.273469 	 0.070615 	 -1.410845 
2.269388 	 0.142511 	 -1.433237 
2.265306 	 0.478457 	 -1.440840 
2.261225 	 0.129331 	 -1.445501 
2.257143 	 -0.085603 	 -1.439258 
2.253061 	 0.447428 	 -1.450647 
2.248980 	 -0.726905 	 -1.483071 
2.244898 	 -0.722945 	 -1.480773 
2.240816 	 -0.024523 	 -1.481679 
2.236735 	 -0.137638 	 -1.495574 
2.232653 	 0.752876 	 -1.502648 
2.228571 	 0.752941 	 -1.507916 
2.224490 	 0.601271 	 -1.504946 
2.220408 	 -0.766873 	 -1.522465 
2.216327 	 -0.769696 	 -1.527944 
2.212245 	 -0.762131 	 -1.527006 
2.208163 	 -0.789960 	 -1.543836 
2.204082 	 -0.781961 	 -1.541324 
2.200000 	 -0.790068 	 -1.548860 
