3.000000 	 -0.004318 	 -0.816967 
2.969697 	 0.000474 	 -0.829766 
2.939394 	 -0.001441 	 -0.842183 
2.909091 	 -0.001087 	 -0.855546 
2.878788 	 0.003118 	 -0.868227 
2.848485 	 0.004355 	 -0.884337 
2.818182 	 0.000338 	 -0.898975 
2.787879 	 0.001702 	 -0.914474 
2.757576 	 -0.000787 	 -0.931372 
2.727273 	 0.002892 	 -0.948385 
2.696970 	 0.001288 	 -0.966455 
2.666667 	 -0.008877 	 -0.984260 
2.636364 	 0.001459 	 -1.004679 
2.606061 	 0.005181 	 -1.023210 
2.575758 	 -0.003173 	 -1.044930 
2.545455 	 0.000721 	 -1.069229 
2.515152 	 0.009182 	 -1.092444 
2.484848 	 0.005881 	 -1.120049 
2.454545 	 -0.007982 	 -1.150269 
2.424242 	 0.017512 	 -1.184789 
2.393939 	 0.000194 	 -1.219935 
2.363636 	 -0.080733 	 -1.264107 
2.333333 	 0.013985 	 -1.312000 
2.303030 	 0.120492 	 -1.364909 
2.272727 	 -0.068381 	 -1.422285 
2.242424 	 -0.186589 	 -1.480521 
2.212121 	 0.693213 	 -1.529878 
2.181818 	 0.808901 	 -1.573074 
2.151515 	 0.835637 	 -1.607971 
2.121212 	 0.858119 	 -1.641540 
2.090909 	 0.873574 	 -1.670916 
2.060606 	 0.888350 	 -1.697194 
2.030303 	 0.900873 	 -1.722414 
2.000000 	 0.911414 	 -1.745480 
1.969697 	 0.920329 	 -1.765794 
1.939394 	 0.929345 	 -1.786789 
1.909091 	 0.936767 	 -1.805375 
1.878788 	 0.942857 	 -1.821424 
1.848485 	 0.948750 	 -1.836751 
1.818182 	 0.953948 	 -1.851317 
1.787879 	 0.958526 	 -1.864184 
1.757576 	 0.963105 	 -1.877133 
1.727273 	 0.966938 	 -1.888883 
1.696970 	 0.970420 	 -1.899247 
1.666667 	 0.973484 	 -1.908684 
1.636364 	 0.976443 	 -1.917985 
1.606061 	 0.979029 	 -1.926393 
1.575758 	 0.981390 	 -1.933996 
1.545455 	 0.983740 	 -1.941641 
1.515152 	 0.985561 	 -1.947910 
1.484848 	 0.987314 	 -1.953892 
1.454545 	 0.989045 	 -1.959850 
1.424242 	 0.990364 	 -1.964456 
1.393939 	 0.991611 	 -1.968891 
1.363636 	 0.992802 	 -1.973181 
1.333333 	 0.993768 	 -1.976697 
1.303030 	 0.994676 	 -1.980015 
1.272727 	 0.995423 	 -1.982772 
1.242424 	 0.996135 	 -1.985384 
1.212121 	 0.996795 	 -1.987881 
1.181818 	 0.997268 	 -1.989658 
1.151515 	 0.997765 	 -1.991521 
1.121212 	 0.998122 	 -1.992869 
1.090909 	 0.998496 	 -1.994250 
1.060606 	 0.998797 	 -1.995390 
1.030303 	 0.999066 	 -1.996401 
1.000000 	 0.999260 	 -1.997123 
0.969697 	 0.999462 	 -1.997888 
0.939394 	 0.999592 	 -1.998366 
0.909091 	 0.999719 	 -1.998846 
0.878788 	 0.999806 	 -1.999175 
0.848485 	 0.999868 	 -1.999408 
0.818182 	 0.999927 	 -1.999634 
0.787879 	 0.999964 	 -1.999768 
0.757576 	 0.999998 	 -1.999899 
0.727273 	 1.000020 	 -1.999982 
0.696970 	 1.000033 	 -2.000028 
0.666667 	 1.000039 	 -2.000051 
0.636364 	 1.000048 	 -2.000085 
0.606061 	 1.000049 	 -2.000091 
0.575758 	 1.000052 	 -2.000101 
0.545455 	 1.000053 	 -2.000105 
0.515152 	 1.000053 	 -2.000106 
0.484848 	 1.000053 	 -2.000105 
0.454545 	 1.000054 	 -2.000107 
0.424242 	 1.000054 	 -2.000107 
0.393939 	 1.000054 	 -2.000107 
0.363636 	 1.000054 	 -2.000107 
0.333333 	 1.000054 	 -2.000107 
0.303030 	 1.000054 	 -2.000107 
0.272727 	 1.000054 	 -2.000107 
0.242424 	 1.000054 	 -2.000107 
0.212121 	 1.000054 	 -2.000107 
0.181818 	 1.000054 	 -2.000107 
0.151515 	 1.000054 	 -2.000107 
0.121212 	 1.000054 	 -2.000107 
0.090909 	 1.000054 	 -2.000107 
0.060606 	 1.000054 	 -2.000107 
0.030303 	 1.000054 	 -2.000107 
0.000000 	 1.000054 	 -2.000107 
